,DATUM,EMITTENT,TYP,ART DER RECHTE,GESAMTZAHL DER RECHTE,WERT,DETAILS
1823,31.10.2019,Lalique Group SA,Erwerb,Namenaktien,285,10830.00,
1824,31.10.2019,Lalique Group SA,Erwerb,Namenaktien,49,1862.00,
1825,31.10.2019,PIERER Mobility AG,Erwerb,Inhaberaktien,6000,319695.76,
1828,31.10.2019,SGS SA,Erwerb,Namenaktien,18,46350.00,
1829,31.10.2019,VP Bank AG,Veräusserung,Namenaktien,806,123835.51,
1830,30.10.2019,BELIMO Holding AG,Veräusserung,Namenaktien,17,105400.00,
1831,30.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10200.00,
1832,30.10.2019,Lalique Group SA,Erwerb,Namenaktien,115,4370.00,
1833,30.10.2019,SGS SA,Veräusserung,Call Optionen,19192,149697.00,
1834,30.10.2019,SGS SA,Veräusserung,Call Optionen,2000,15500.00,
1835,30.10.2019,Schindler Holding AG,Veräusserung,Namenaktien,3708,849132.00,
1836,30.10.2019,Schindler Holding AG,Erwerb,Namenaktien,43,9967.40,
1837,30.10.2019,Schweiter Technologies AG,Erwerb,Inhaberaktien,25,25000.00,
1838,30.10.2019,Straumann Holding AG,Veräusserung,Namenaktien,800,703200.00,
1839,30.10.2019,nebag ag,Erwerb,Namenaktien,3550,35114.83,
1840,29.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10248.50,
1841,29.10.2019,Polyphor AG,Veräusserung,Namenaktien,10000,110000.00,
1842,29.10.2019,Roche Holding AG,Erwerb,Inhaberaktien,250,73000.00,
1843,29.10.2019,Schindler Holding AG,Veräusserung,Namenaktien,5000,1125000.00,
1844,28.10.2019,Bellevue Group AG,Erwerb,Namenaktien,1500,33000.00,
1845,28.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10300.00,
1846,28.10.2019,Glarner Kantonalbank,Erwerb,Namenaktien,1000,31900.00,
1847,28.10.2019,Glarner Kantonalbank,Erwerb,Namenaktien,620,19778.00,
1850,28.10.2019,Glarner Kantonalbank,Erwerb,Namenaktien,100,3190.00,
1851,28.10.2019,PIERER Mobility AG,Erwerb,Inhaberaktien,5000,267893.66,
1852,28.10.2019,Roche Holding AG,Veräusserung,Andere Titel,2072,609284.75,
1853,28.10.2019,SGS SA,Veräusserung,Call Optionen,2000,14996.77,
1854,28.10.2019,Sika AG,Veräusserung,Namenaktien,310,50556.90,
1855,28.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,500,4755.00,
1856,28.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,97202,1058870.00,
1857,28.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,97202,1058870.00,
1858,28.10.2019,nebag ag,Erwerb,Namenaktien,1330,13095.05,
1859,25.10.2019,Logitech International S.A.,Veräusserung,Namenaktien,25230,1047127.40,
1860,25.10.2019,Polyphor AG,Veräusserung,Namenaktien,5000,53300.00,
1861,25.10.2019,SGS SA,Veräusserung,Call Optionen,15565,115181.00,
1862,25.10.2019,St.Galler Kantonalbank AG,Veräusserung,Call Optionen,600,46350.00,
1863,25.10.2019,Zur Rose Group AG,Erwerb,Namenaktien,2000,188000.00,
1864,25.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,63000,687340.00,
1865,25.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,63000,687340.00,
1866,24.10.2019,ASMALLWORLD AG,Veräusserung,Namenaktien,1225,3435.00,
1867,24.10.2019,Alpine Select AG,Veräusserung,Namenaktien,4492,62888.00,
1868,24.10.2019,Bellevue Group AG,Erwerb,Namenaktien,1567,34317.30,
1869,24.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10100.00,
1872,24.10.2019,Roche Holding AG,Veräusserung,Andere Titel,2105,612641.00,
1873,24.10.2019,SGS SA,Veräusserung,Call Optionen,100000,54786.00,
1874,24.10.2019,Temenos AG,Erwerb,Namenaktien,25000,3433422.50,
1875,24.10.2019,Temenos AG,Erwerb,Namenaktien,10000,1373900.00,
1876,24.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,28508,311592.00,
1877,24.10.2019,mobilezone holding ag,Veräusserung,Namenaktien,7774,85081.00,
1878,23.10.2019,Elma Electronic AG,Erwerb,Namenaktien,13,5408.00,
1879,23.10.2019,Fundamenta Real Estate AG,Erwerb,Namenaktien,1000,15100.00,
1880,23.10.2019,Kühne + Nagel International AG,Veräusserung,Namenaktien,12500,2003562.50,
1881,23.10.2019,Kühne + Nagel International AG,Veräusserung,Namenaktien,5000,808254.20,
1882,23.10.2019,St.Galler Kantonalbank AG,Veräusserung,Namenaktien,700,301819.00,
1883,23.10.2019,Temenos AG,Erwerb,Namenaktien,4625,636283.45,
1884,22.10.2019,Alpine Select AG,Veräusserung,Namenaktien,1866,26124.00,
1885,22.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10167.00,
1886,22.10.2019,Compagnie Financière Tradition S.A.,Erwerb,Inhaberaktien,10000,25000.00,
1887,22.10.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,40,53760.00,
1888,22.10.2019,Implenia AG,Erwerb,Namenaktien,10000,394355.71,
1889,22.10.2019,Implenia AG,Erwerb,Namenaktien,1000,39000.00,
1890,22.10.2019,Kühne + Nagel International AG,Veräusserung,Namenaktien,17500,2702775.25,
1891,22.10.2019,Kühne + Nagel International AG,Veräusserung,Namenaktien,5000,770000.00,
1894,21.10.2019,Alpine Select AG,Erwerb,Namenaktien,70,966.00,
1895,21.10.2019,Banque Cantonale de Genève,Veräusserung,Namenaktien,500,97500.00,
1896,21.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,82,8200.00,
1897,21.10.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,40,54116.00,
1898,21.10.2019,INFICON Holding AG,Erwerb,Namenaktien,250,146500.00,
1899,21.10.2019,Roche Holding AG,Erwerb,Inhaberaktien,3000,861530.10,
1900,21.10.2019,SCHMOLZ+BICKENBACH AG,Erwerb,Namenaktien,2166666667,325000000.00,
1901,21.10.2019,SGS SA,Erwerb,Namenaktien,105,261996.00,
1902,21.10.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,436,50576.00,
1903,18.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,18,1836.00,
1904,18.10.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,40,53850.00,
1905,18.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,3000,159339.29,
1906,17.10.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,40,52972.00,
1907,17.10.2019,KTM Industries AG,Veräusserung,Inhaberaktien,19000,1014600.00,
1908,17.10.2019,Mobimo Holding AG,Veräusserung,Namenaktien,200,56500.00,
1909,16.10.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,1066218,13487657.70,
1910,16.10.2019,Bossard Holding AG,Veräusserung,Namenaktien,868,126834.70,
1911,16.10.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,40,53422.00,
1912,16.10.2019,Mobimo Holding AG,Veräusserung,Namenaktien,400,112700.00,
1913,16.10.2019,ObsEva SA,Erwerb,Namenaktien,2550,19821.00,
1916,15.10.2019,Banque Cantonale de Genève,Veräusserung,Namenaktien,748,146305.00,
1917,15.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,9000,452476.19,
1918,15.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,946,40791.12,
1919,15.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,750,13032.50,
1920,15.10.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,1000,115198.50,
1921,14.10.2019,Alpine Select AG,Erwerb,Namenaktien,3600,46920.00,
1922,14.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,128,12822.50,
1923,14.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,165,5131.50,
1924,14.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,8,248.00,
1925,14.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1926,14.10.2019,Polyphor AG,Veräusserung,Namenaktien,15000,85600.00,
1927,14.10.2019,Polyphor AG,Erwerb,Namenaktien,15000,85600.00,
1928,13.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1929,11.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,166,5162.60,
1930,11.10.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,1580,302447.20,
1931,11.10.2019,Jungfraubahn Holding AG,Veräusserung,Namenaktien,416,65033.80,
1932,11.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,10000,513447.13,
1933,11.10.2019,Swissquote Group Holding Ltd,Erwerb,Namenaktien,3148,88726.38,
1934,11.10.2019,Swissquote Group Holding Ltd,Erwerb,Namenaktien,352,14708.78,
1935,10.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,99,3078.90,
1938,10.10.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,1560,298874.80,
1939,10.10.2019,Vaudoise Versicherungen Holding,Erwerb,Namenaktien,75,40950.00,
1940,10.10.2019,nebag ag,Veräusserung,Namenaktien,33811,333038.35,
1941,09.10.2019,ARYZTA AG,Erwerb,Namenaktien,475000,326828.00,
1942,09.10.2019,ARYZTA AG,Erwerb,Namenaktien,150000,99750.00,
1943,09.10.2019,Cham Group AG,Erwerb,Namenaktien,15000,6525000.00,
1944,09.10.2019,Elma Electronic AG,Erwerb,Namenaktien,23,9568.00,
1945,09.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,572,17732.00,
1946,09.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,85,2643.50,
1947,09.10.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,1575,302750.60,
1948,09.10.2019,The Swatch Group AG,Veräusserung,Namenaktien,1000,47000.00,
1949,08.10.2019,Adval Tech Holding AG,Erwerb,Namenaktien,18704,3104864.00,
1950,08.10.2019,Adval Tech Holding AG,Erwerb,Namenaktien,18604,3088264.00,
1951,08.10.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
1952,08.10.2019,Alpine Select AG,Erwerb,Namenaktien,9000,125100.00,
1953,08.10.2019,Bâloise Holding AG,Erwerb,Namenaktien,1000,177000.00,
1954,08.10.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,1530,296702.40,
1955,08.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,2000,90000.00,
1956,08.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,9000,476697.29,
1957,08.10.2019,Vifor Pharma AG,Veräusserung,Namenaktien,250,40270.25,
1960,07.10.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
1961,07.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,428,13268.00,
1962,07.10.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,1550,301387.80,
1963,07.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,1000,45000.00,
1964,07.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1965,07.10.2019,ObsEva SA,Erwerb,Namenaktien,10000,74584.00,
1966,07.10.2019,Partners Group Holding AG,Erwerb,Namenaktien,2700,637200.00,
1967,04.10.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
1968,04.10.2019,Cicor Technologies Ltd.,Erwerb,Namenaktien,500,23000.00,
1969,04.10.2019,Edisun Power Europe AG,Erwerb,Namenaktien,115,16445.00,
1970,04.10.2019,Elma Electronic AG,Erwerb,Namenaktien,50,20900.00,
1971,04.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,54,1679.40,
1972,03.10.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
1973,03.10.2019,Alpine Select AG,Erwerb,Namenaktien,1008,14011.20,
1974,03.10.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,37,1150.70,
1975,03.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1976,03.10.2019,Logitech International S.A.,Veräusserung,Namenaktien,4101,130793.50,
1977,03.10.2019,METALL ZUG AG,Erwerb,Namenaktien,84,167387.50,
1978,03.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,25000,1035500.00,
1979,03.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,25000,1035500.00,
1982,03.10.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,5000,207100.00,
1983,02.10.2019,Alpine Select AG,Veräusserung,Namenaktien,1000,14000.00,
1984,02.10.2019,DUFRY AG,Erwerb,Namenaktien,5000,400100.00,
1985,02.10.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1986,02.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,7000,371582.23,
1987,02.10.2019,Logitech International S.A.,Veräusserung,Namenaktien,29405,915389.53,
1988,02.10.2019,Swiss Life Holding AG,Veräusserung,Namenaktien,300,139992.30,
1989,02.10.2019,Vontobel Holding AG,Veräusserung,Namenaktien,4468,236881.60,
1990,01.10.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
1991,01.10.2019,Alpine Select AG,Erwerb,Namenaktien,111,1531.80,
1992,01.10.2019,Cham Group AG,Erwerb,Namenaktien,5000,2000000.00,
1993,01.10.2019,Cham Group AG,Erwerb,Namenaktien,150,60750.00,
1994,01.10.2019,KTM Industries AG,Erwerb,Inhaberaktien,12000,645777.22,
1995,01.10.2019,Kudelski S.A.,Veräusserung,Inhaberaktien,5000,31000.00,
1996,01.10.2019,Logitech International S.A.,Veräusserung,Namenaktien,37344,1210186.27,
1997,30.09.2019,Alpine Select AG,Erwerb,Namenaktien,1050,14590.00,
1998,30.09.2019,Bâloise Holding AG,Erwerb,Namenaktien,100,8850.00,
1999,30.09.2019,Bâloise Holding AG,Erwerb,Namenaktien,100,8850.00,
2000,30.09.2019,Bâloise Holding AG,Erwerb,Namenaktien,100,8850.00,
2001,30.09.2019,Bâloise Holding AG,Erwerb,Namenaktien,100,8850.00,
2004,30.09.2019,Phoenix Mecano AG,Erwerb,Inhaberaktien,100,38800.00,
2005,30.09.2019,Schindler Holding AG,Veräusserung,Namenaktien,534,118878.80,
2006,30.09.2019,nebag ag,Erwerb,Namenaktien,780,7673.64,
2007,27.09.2019,Alpine Select AG,Erwerb,Namenaktien,2400,33120.00,
2008,27.09.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,1420,44020.00,
2009,27.09.2019,Energiedienst Holding AG,Veräusserung,Namenaktien,386,12043.20,
2010,27.09.2019,Sensirion Holding AG,Veräusserung,Namenaktien,676,29254.85,
2011,27.09.2019,St.Galler Kantonalbank AG,Veräusserung,Call Optionen,1976,167466.00,
2012,27.09.2019,nebag ag,Erwerb,Namenaktien,15980,155039.56,
2013,26.09.2019,Cham Group AG,Erwerb,Namenaktien,692,285796.00,
2014,26.09.2019,DUFRY AG,Erwerb,Namenaktien,40000,3292400.00,
2015,26.09.2019,Sensirion Holding AG,Veräusserung,Namenaktien,1000,43000.00,
2016,25.09.2019,ASMALLWORLD AG,Veräusserung,Namenaktien,103000,303850.00,
2017,25.09.2019,ASMALLWORLD AG,Erwerb,Namenaktien,300,910.00,
2018,25.09.2019,Cham Group AG,Erwerb,Namenaktien,272,112243.25,
2019,25.09.2019,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,122,903720.00,
2020,25.09.2019,Siegfried Holding AG,Veräusserung,Namenaktien,7500,2970000.00,
2021,25.09.2019,Siegfried Holding AG,Veräusserung,Namenaktien,2000,792000.00,
2022,25.09.2019,Valora Holding AG,Veräusserung,Namenaktien,1800,494265.00,
2023,24.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
2026,24.09.2019,Alpine Select AG,Erwerb,Namenaktien,2600,35880.00,
2027,24.09.2019,Cham Group AG,Erwerb,Namenaktien,1186,484083.69,
2028,24.09.2019,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,378,2786530.00,
2029,24.09.2019,Investis Holding SA,Erwerb,Namenaktien,14000,994000.00,
2030,24.09.2019,Investis Holding SA,Erwerb,Namenaktien,11113,789023.00,
2031,23.09.2019,KTM Industries AG,Erwerb,Inhaberaktien,6000,326869.95,
2032,23.09.2019,ObsEva SA,Erwerb,Namenaktien,20000,174796.00,
2033,23.09.2019,Peach Property Group AG,Veräusserung,Namenaktien,20000,679400.00,
2034,20.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76888.00,
2035,20.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2036,20.09.2019,Cham Group AG,Erwerb,Namenaktien,1527,636400.16,
2037,20.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,45,6630.00,
2038,20.09.2019,Sika AG,Veräusserung,Namenaktien,700,104867.96,
2039,20.09.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,212,3640.04,
2040,20.09.2019,Tecan Group AG,Veräusserung,Namenaktien,650,156260.00,
2041,19.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2042,19.09.2019,DUFRY AG,Veräusserung,Put Optionen,156000,3254160.00,
2043,19.09.2019,DUFRY AG,Erwerb,Put Optionen,156000,3896880.00,
2044,19.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,63,9296.00,
2045,19.09.2019,LEM Holding SA,Erwerb,Namenaktien,100,122872.00,
2048,19.09.2019,Leonteq AG,Erwerb,Namenaktien,605,19931.50,
2049,19.09.2019,Straumann Holding AG,Veräusserung,Namenaktien,1000,811797.80,
2050,19.09.2019,Swiss Life Holding AG,Veräusserung,Namenaktien,5000,2428145.00,
2051,19.09.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,88,1510.96,
2052,19.09.2019,VZ Holding AG,Veräusserung,Namenaktien,1242,132272.00,
2053,19.09.2019,VZ Holding AG,Veräusserung,Namenaktien,200,59700.00,
2054,19.09.2019,VZ Holding AG,Veräusserung,Namenaktien,54,5346.00,
2055,18.09.2019,APG SGA SA,Veräusserung,Namenaktien,100,27250.00,
2056,18.09.2019,Geberit AG,Veräusserung,Namenaktien,1014,486618.60,
2057,18.09.2019,Geberit AG,Erwerb,Namenaktien,1014,285897.30,
2058,18.09.2019,Kardex AG,Erwerb,Namenaktien,6,823.41,
2059,18.09.2019,Logitech International S.A.,Veräusserung,Namenaktien,11924,396923.23,
2060,18.09.2019,Mobimo Holding AG,Veräusserung,Namenaktien,400,111600.00,
2061,18.09.2019,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,1059,17892.36,
2062,17.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2063,17.09.2019,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,75,6225.00,
2064,17.09.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,30,34950.00,
2065,17.09.2019,Kardex AG,Erwerb,Namenaktien,172,23604.42,
2066,17.09.2019,Logitech International S.A.,Veräusserung,Namenaktien,40270,1362499.11,
2067,17.09.2019,METALL ZUG AG,Erwerb,Namenaktien,50,104370.00,
2070,17.09.2019,Nestlé AG,Veräusserung,Namenaktien,4500,478853.72,
2071,17.09.2019,The Swatch Group AG,Veräusserung,Namenaktien,2000,104143.50,
2072,17.09.2019,VZ Holding AG,Veräusserung,Namenaktien,1000,90028.00,
2073,17.09.2019,VZ Holding AG,Veräusserung,Namenaktien,44,4554.00,
2074,17.09.2019,nebag ag,Veräusserung,Namenaktien,50000,485076.40,
2075,17.09.2019,nebag ag,Erwerb,Namenaktien,51401,498856.99,
2076,16.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2077,16.09.2019,Alpine Select AG,Erwerb,Namenaktien,756,10432.80,
2078,16.09.2019,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,1320,111122.60,
2079,16.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,41,6150.00,
2080,16.09.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,30,33268.00,
2081,16.09.2019,Logitech International S.A.,Veräusserung,Namenaktien,18656,622197.83,
2082,16.09.2019,VZ Holding AG,Veräusserung,Namenaktien,400,41600.00,
2083,16.09.2019,VZ Holding AG,Veräusserung,Namenaktien,188,18426.00,
2084,16.09.2019,Villars Holding S.A.,Erwerb,Namenaktien,200,150000.00,
2085,16.09.2019,Vontobel Holding AG,Veräusserung,Namenaktien,1116,61329.97,
2086,13.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2087,13.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,0.00,
2088,13.09.2019,Alpine Select AG,Erwerb,Namenaktien,500,6900.00,
2089,13.09.2019,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,1141,94785.30,
2092,13.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,519,75010.00,
2093,13.09.2019,Geberit AG,Veräusserung,Namenaktien,556,266880.00,
2094,13.09.2019,Geberit AG,Erwerb,Namenaktien,556,194127.40,
2095,13.09.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,30,32942.00,
2096,13.09.2019,KTM Industries AG,Erwerb,Inhaberaktien,5000,275597.28,
2097,12.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2098,12.09.2019,Alpine Select AG,Erwerb,Namenaktien,361,4963.75,
2099,12.09.2019,Blackstone Resources AG,Erwerb,Namenaktien,2670,2708.00,
2100,12.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,127,19044.00,
2101,12.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,46,6896.00,
2102,12.09.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,30,33970.00,
2103,12.09.2019,HBM Healthcare Investments AG,Erwerb,Namenaktien,1000,187712.00,
2104,12.09.2019,HBM Healthcare Investments AG,Erwerb,Namenaktien,240,45072.00,
2105,12.09.2019,Jungfraubahn Holding AG,Veräusserung,Namenaktien,1000,158328.40,
2106,12.09.2019,Peach Property Group AG,Erwerb,Namenaktien,7000,235182.10,
2107,12.09.2019,Vontobel Holding AG,Veräusserung,Namenaktien,10000,554837.74,
2108,11.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2109,11.09.2019,Alpine Select AG,Erwerb,Namenaktien,3289,45059.30,
2110,11.09.2019,Bellevue Group AG,Erwerb,Namenaktien,2000,42300.00,
2111,11.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,132,19374.00,
2114,11.09.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,30,34140.00,
2115,11.09.2019,Julius Bär Gruppe AG,Veräusserung,Namenaktien,20500,905269.04,
2116,11.09.2019,Kardex AG,Erwerb,Namenaktien,77,10567.10,
2117,11.09.2019,Rieter Holding AG,Erwerb,Namenaktien,100000,14500000.00,
2118,11.09.2019,VZ Holding AG,Veräusserung,Namenaktien,146,15184.00,
2119,10.09.2019,Alpiq Holding AG,Veräusserung,Namenaktien,102,7140.00,
2120,10.09.2019,Bellevue Group AG,Erwerb,Namenaktien,1264,26627.15,
2121,10.09.2019,Bossard Holding AG,Veräusserung,Namenaktien,774,109734.10,
2122,10.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,198,28512.00,
2123,10.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,131,19252.00,
2124,10.09.2019,Edisun Power Europe AG,Erwerb,Namenaktien,2,302.00,
2125,10.09.2019,Julius Bär Gruppe AG,Veräusserung,Namenaktien,9564,418425.00,
2126,10.09.2019,Jungfraubahn Holding AG,Veräusserung,Namenaktien,1000,157226.40,
2127,10.09.2019,KTM Industries AG,Erwerb,Inhaberaktien,11000,608475.12,
2128,10.09.2019,Schindler Holding AG,Veräusserung,Andere Titel,696,97931.70,
2129,09.09.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,76338.80,
2130,09.09.2019,BKW AG,Veräusserung,Namenaktien,1500,112500.00,
2131,09.09.2019,Bachem Holding AG,Veräusserung,Namenaktien,500,76220.00,
2132,09.09.2019,Bellevue Group AG,Erwerb,Namenaktien,1720,36265.00,
2133,09.09.2019,Bergbahnen Engelberg-Trübsee-Titlis AG,Erwerb,Namenaktien,25,7800.00,
